station,moment,variable,valeur
03021,2016-02-17 00:19:00.000000,PM25,14
03021,2016-02-17 00:20:00.000000,NO2,4.3438
03021,2016-02-17 00:20:00.000000,O3,33.4422
03021,2016-02-17 00:20:00.000000,PM25,12
03021,2016-02-17 00:21:00.000000,NO2,5.8232
03021,2016-02-17 00:21:00.000000,O3,30.981
03021,2016-02-17 00:21:00.000000,PM25,21
03021,2016-02-17 00:22:00.000000,NO2,7.1408
03021,2016-02-17 00:22:00.000000,O3,28.8948
03021,2016-02-17 00:22:00.000000,PM25,17
03021,2016-02-17 00:23:00.000000,NO2,9.6135
03021,2016-02-17 00:23:00.000000,O3,22.8452
03021,2016-02-17 00:23:00.000000,PM25,24
03021,2016-02-18 00:00:00.000000,NO2,13.5677
03021,2016-02-18 00:00:00.000000,O3,18.3232
03021,2016-02-18 00:00:00.000000,PM25,27
03021,2016-02-18 00:01:00.000000,NO2,18.2584
03021,2016-02-18 00:01:00.000000,O3,14.9644
03021,2016-02-18 00:01:00.000000,PM25,31
03021,2016-02-18 00:02:00.000000,NO2,15.4513
03021,2016-02-18 00:02:00.000000,O3,15.2457
03021,2016-02-18 00:02:00.000000,PM25,26
03021,2016-02-18 00:03:00.000000,NO2,2.9788
03021,2016-02-18 00:03:00.000000,O3,28.545
03021,2016-02-18 00:03:00.000000,PM25,6
03021,2016-02-18 00:04:00.000000,NO2,1.2672
03021,2016-02-18 00:04:00.000000,O3,30.8026
03021,2016-02-18 00:04:00.000000,PM25,5
03021,2016-02-18 00:05:00.000000,NO2,1.0593
03021,2016-02-18 00:05:00.000000,O3,30.9402
03021,2016-02-18 00:05:00.000000,PM25,5
03021,2016-02-18 00:06:00.000000,NO2,1.8533
03021,2016-02-18 00:06:00.000000,O3,30.8748
03021,2016-02-18 00:06:00.000000,PM25,6
03021,2016-02-18 00:07:00.000000,NO2,3.0165
03021,2016-02-18 00:07:00.000000,O3,30.003
03021,2016-02-18 00:07:00.000000,PM25,5
03021,2016-02-18 00:08:00.000000,NO2,5.7297
03021,2016-02-18 00:08:00.000000,O3,27.1435
03021,2016-02-18 00:08:00.000000,PM25,6
03021,2016-02-18 00:09:00.000000,NO2,3.0167
03021,2016-02-18 00:09:00.000000,O3,29.7347
03021,2016-02-18 00:09:00.000000,PM25,6
03021,2016-02-18 00:10:00.000000,NO2,2.147
03021,2016-02-18 00:10:00.000000,O3,27.7135
03021,2016-02-18 00:10:00.000000,PM25,6
03021,2016-02-18 00:11:00.000000,NO2,1.8275
03021,2016-02-18 00:11:00.000000,O3,28.8003
03021,2016-02-18 00:11:00.000000,PM25,7
03021,2016-02-18 00:12:00.000000,NO2,1.8498
03021,2016-02-18 00:12:00.000000,O3,30.073
03021,2016-02-18 00:12:00.000000,PM25,7
03021,2016-02-18 00:13:00.000000,NO2,1.7607
03021,2016-02-18 00:13:00.000000,O3,30.5842
03021,2016-02-18 00:13:00.000000,PM25,5
03021,2016-02-18 00:14:00.000000,NO2,1.7909
03021,2016-02-18 00:14:00.000000,O3,31.9977
03021,2016-02-18 00:14:00.000000,PM25,5
03021,2016-02-18 00:15:00.000000,NO2,1.539
03021,2016-02-18 00:15:00.000000,O3,33.1373
03021,2016-02-18 00:15:00.000000,PM25,4
03021,2016-02-18 00:16:00.000000,NO2,2.7435
03021,2016-02-18 00:16:00.000000,O3,32.1867
03021,2016-02-18 00:16:00.000000,PM25,4
03021,2016-02-18 00:17:00.000000,NO2,2.0737
03021,2016-02-18 00:17:00.000000,O3,32.4988
03021,2016-02-18 00:17:00.000000,PM25,5
03021,2016-02-18 00:18:00.000000,NO2,3.1022
03021,2016-02-18 00:18:00.000000,O3,33.6452
03021,2016-02-18 00:18:00.000000,PM25,6
03021,2016-02-18 00:19:00.000000,NO2,2.9115
03021,2016-02-18 00:19:00.000000,O3,34.819
03021,2016-02-18 00:19:00.000000,PM25,7
03021,2016-02-18 00:20:00.000000,NO2,2.3945
03021,2016-02-18 00:20:00.000000,O3,33.1657
03021,2016-02-18 00:20:00.000000,PM25,6
03021,2016-02-18 00:21:00.000000,NO2,3.3267
03021,2016-02-18 00:21:00.000000,O3,32.1937
03021,2016-02-18 00:21:00.000000,PM25,5
03021,2016-02-18 00:22:00.000000,NO2,4.9368
03021,2016-02-18 00:22:00.000000,O3,30.6532
03021,2016-02-18 00:22:00.000000,PM25,7
03021,2016-02-18 00:23:00.000000,NO2,8.9555
03021,2016-02-18 00:23:00.000000,O3,25.5018
03021,2016-02-18 00:23:00.000000,PM25,9
03021,2016-02-19 00:00:00.000000,NO2,8.5205
03021,2016-02-19 00:00:00.000000,O3,24.7365
03021,2016-02-19 00:00:00.000000,PM25,9
03021,2016-02-19 00:01:00.000000,NO2,6.415
03021,2016-02-19 00:01:00.000000,O3,25.2636
03021,2016-02-19 00:01:00.000000,PM25,15
03021,2016-02-19 00:02:00.000000,NO2,6.3496
03021,2016-02-19 00:02:00.000000,O3,24.9262
03021,2016-02-19 00:02:00.000000,PM25,10
03021,2016-02-19 00:03:00.000000,NO2,6.9096
03021,2016-02-19 00:03:00.000000,O3,23.9822
03021,2016-02-19 00:03:00.000000,PM25,12
03021,2016-02-19 00:04:00.000000,NO2,8.1804
03021,2016-02-19 00:04:00.000000,O3,22.4366
03021,2016-02-19 00:04:00.000000,PM25,17
03021,2016-02-19 00:05:00.000000,NO2,7.4857
03021,2016-02-19 00:05:00.000000,O3,22.9853
03021,2016-02-19 00:05:00.000000,PM25,19
03021,2016-02-19 00:06:00.000000,NO2,8.6307
03021,2016-02-19 00:06:00.000000,O3,21.8992
03021,2016-02-19 00:06:00.000000,PM25,16
03021,2016-02-19 00:07:00.000000,NO2,10.1798
03021,2016-02-19 00:07:00.000000,O3,19.9812
03021,2016-02-19 00:07:00.000000,PM25,22
03021,2016-02-19 00:08:00.000000,NO2,13.9743
03021,2016-02-19 00:08:00.000000,O3,16.8222
03021,2016-02-19 00:08:00.000000,PM25,27
03021,2016-02-19 00:09:00.000000,NO2,8.5582
03021,2016-02-19 00:09:00.000000,O3,23.429
03021,2016-02-19 00:09:00.000000,PM25,17
03021,2016-02-19 00:10:00.000000,NO2,6.9258
03021,2016-02-19 00:10:00.000000,O3,28.0923
03021,2016-02-19 00:10:00.000000,PM25,23
03021,2016-02-19 00:11:00.000000,NO2,5.7618
03021,2016-02-19 00:11:00.000000,O3,31.125
03021,2016-02-19 00:11:00.000000,PM25,21
03021,2016-02-19 00:12:00.000000,NO2,5.4658
03021,2016-02-19 00:12:00.000000,O3,32.9678
03021,2016-02-19 00:12:00.000000,PM25,20
03021,2016-02-19 00:13:00.000000,NO2,4.6793
03021,2016-02-19 00:13:00.000000,O3,35.8877
03021,2016-02-19 00:13:00.000000,PM25,14
03021,2016-02-19 00:14:00.000000,NO2,4.1787
03021,2016-02-19 00:14:00.000000,O3,37.7548
03021,2016-02-19 00:14:00.000000,PM25,14
03021,2016-02-19 00:15:00.000000,NO2,3.5055
03021,2016-02-19 00:15:00.000000,O3,39.5802
03021,2016-02-19 00:15:00.000000,PM25,13
03021,2016-02-19 00:16:00.000000,NO2,3.4523
03021,2016-02-19 00:16:00.000000,O3,40.0948
03021,2016-02-19 00:16:00.000000,PM25,9
03021,2016-02-19 00:17:00.000000,NO2,9.7927
03021,2016-02-19 00:17:00.000000,O3,34.7628
03021,2016-02-19 00:17:00.000000,PM25,7
03021,2016-02-19 00:18:00.000000,NO2,18.6973
03021,2016-02-19 00:18:00.000000,O3,24.9223
03021,2016-02-19 00:18:00.000000,PM25,16
03021,2016-02-19 00:19:00.000000,NO2,27.8103
03021,2016-02-19 00:19:00.000000,O3,14.737
03021,2016-02-19 00:19:00.000000,PM25,22
03021,2016-02-19 00:20:00.000000,NO2,25.684
03021,2016-02-19 00:20:00.000000,O3,15.2023
03021,2016-02-19 00:20:00.000000,PM25,29
03021,2016-02-19 00:21:00.000000,NO2,21.1372
03021,2016-02-19 00:21:00.000000,O3,18.5923
03021,2016-02-19 00:21:00.000000,PM25,23
03021,2016-02-19 00:22:00.000000,NO2,25.1973
03021,2016-02-19 00:22:00.000000,O3,14.4342
03021,2016-02-19 00:22:00.000000,PM25,28
03021,2016-02-19 00:23:00.000000,NO2,32.4042
03021,2016-02-19 00:23:00.000000,O3,7.3867
03021,2016-02-19 00:23:00.000000,PM25,26
03021,2016-02-20 00:00:00.000000,NO2,28.8328
03021,2016-02-20 00:00:00.000000,O3,10.6547
03021,2016-02-20 00:00:00.000000,PM25,21
03021,2016-02-20 00:01:00.000000,NO2,16.9254
03021,2016-02-20 00:01:00.000000,O3,20.4576
03021,2016-02-20 00:01:00.000000,PM25,12
03021,2016-02-20 00:02:00.000000,NO2,10.9709
03021,2016-02-20 00:02:00.000000,O3,26.863
03021,2016-02-20 00:02:00.000000,PM25,11
03021,2016-02-20 00:03:00.000000,NO2,11.974
03021,2016-02-20 00:03:00.000000,O3,25.485
03021,2016-02-20 00:03:00.000000,PM25,9
03021,2016-02-20 00:04:00.000000,NO2,8.3549
03021,2016-02-20 00:04:00.000000,O3,28.7889
03021,2016-02-20 00:04:00.000000,PM25,5
03021,2016-02-20 00:05:00.000000,NO2,12.3312
03021,2016-02-20 00:05:00.000000,O3,24.591
03021,2016-02-20 00:05:00.000000,PM25,5
03021,2016-02-20 00:06:00.000000,NO2,15.4755
03021,2016-02-20 00:06:00.000000,O3,21.196
03021,2016-02-20 00:06:00.000000,PM25,6
03021,2016-02-20 00:07:00.000000,NO2,21.5857
03021,2016-02-20 00:07:00.000000,O3,14.6993
03021,2016-02-20 00:07:00.000000,PM25,9
03021,2016-02-20 00:08:00.000000,NO2,22.2488
03021,2016-02-20 00:08:00.000000,O3,14.0115
03021,2016-02-20 00:08:00.000000,PM25,10
03021,2016-02-20 00:09:00.000000,NO2,21.0637
03021,2016-02-20 00:09:00.000000,O3,14.3122
03021,2016-02-20 00:09:00.000000,PM25,8
03021,2016-02-20 00:10:00.000000,NO2,15.0475
03021,2016-02-20 00:10:00.000000,O3,20.2372
03021,2016-02-20 00:10:00.000000,PM25,7
03021,2016-02-20 00:11:00.000000,NO2,16.94
03021,2016-02-20 00:11:00.000000,O3,18.5018
03021,2016-02-20 00:11:00.000000,PM25,10
03021,2016-02-20 00:12:00.000000,NO2,19.2007
03021,2016-02-20 00:12:00.000000,O3,16.6522
03021,2016-02-20 00:12:00.000000,PM25,11
03021,2016-02-20 00:13:00.000000,NO2,20.7978
03021,2016-02-20 00:13:00.000000,O3,15.2358
03021,2016-02-20 00:13:00.000000,PM25,11
03021,2016-02-20 00:14:00.000000,NO2,22.4348
03021,2016-02-20 00:14:00.000000,O3,13.4282
03021,2016-02-20 00:14:00.000000,PM25,19
03021,2016-02-20 00:15:00.000000,NO2,26.5252
03021,2016-02-20 00:15:00.000000,O3,10.904
03021,2016-02-20 00:15:00.000000,PM25,14
03021,2016-02-20 00:16:00.000000,NO2,28.213
03021,2016-02-20 00:16:00.000000,O3,8.9117
03021,2016-02-20 00:16:00.000000,PM25,22
03021,2016-02-20 00:17:00.000000,NO2,14.7287
03021,2016-02-20 00:17:00.000000,O3,21.159
03021,2016-02-20 00:17:00.000000,PM25,7
03021,2016-02-20 00:18:00.000000,NO2,4.3367
03021,2016-02-20 00:18:00.000000,O3,31.7498
03021,2016-02-20 00:18:00.000000,PM25,9
03021,2016-02-20 00:19:00.000000,NO2,4.6707
03021,2016-02-20 00:19:00.000000,O3,31.1298
03021,2016-02-20 00:19:00.000000,PM25,9
03021,2016-02-20 00:20:00.000000,NO2,3.3907
03021,2016-02-20 00:20:00.000000,O3,31.8463
03021,2016-02-20 00:20:00.000000,PM25,9
03021,2016-02-20 00:21:00.000000,NO2,2.5002
03021,2016-02-20 00:21:00.000000,O3,32.0068
03021,2016-02-20 00:21:00.000000,PM25,9
03021,2016-02-20 00:22:00.000000,NO2,2.4632
03021,2016-02-20 00:22:00.000000,O3,31.0323
03021,2016-02-20 00:22:00.000000,PM25,7
03021,2016-02-20 00:23:00.000000,NO2,2.8442
03021,2016-02-20 00:23:00.000000,O3,29.8793
03021,2016-02-20 00:23:00.000000,PM25,7
03021,2016-02-21 00:00:00.000000,NO2,3.1608
03021,2016-02-21 00:00:00.000000,O3,28.4002
03021,2016-02-21 00:00:00.000000,PM25,7
03021,2016-02-21 00:01:00.000000,NO2,3.0788
03021,2016-02-21 00:01:00.000000,O3,27.2174
03021,2016-02-21 00:02:00.000000,NO2,3.3257
03021,2016-02-21 00:02:00.000000,O3,25.7004
03021,2016-02-21 00:03:00.000000,NO2,3.4578
03021,2016-02-21 00:03:00.000000,O3,24.2398
03021,2016-02-21 00:04:00.000000,NO2,3.3958
03021,2016-02-21 00:04:00.000000,O3,22.2547
03021,2016-02-21 00:05:00.000000,NO2,3.5262
03021,2016-02-21 00:05:00.000000,O3,20.8768
03021,2016-02-21 00:06:00.000000,NO2,3.3353
03021,2016-02-21 00:06:00.000000,O3,21.2508
03021,2016-02-21 00:07:00.000000,NO2,2.748
03021,2016-02-21 00:07:00.000000,O3,22.038
03021,2016-02-21 00:08:00.000000,NO2,1.8182
03021,2016-02-21 00:08:00.000000,O3,24.3357
03021,2016-02-21 00:09:00.000000,NO2,1.1838
03021,2016-02-21 00:09:00.000000,O3,30.172
03021,2016-02-21 00:10:00.000000,NO2,1.2002
03021,2016-02-21 00:10:00.000000,O3,32.2693
03021,2016-02-21 00:11:00.000000,NO2,1.3423
03021,2016-02-21 00:11:00.000000,O3,33.1272
03021,2016-02-21 00:12:00.000000,NO2,1.388
03021,2016-02-21 00:12:00.000000,O3,32.9565
03021,2016-02-21 00:13:00.000000,NO2,1.0132
03021,2016-02-21 00:13:00.000000,O3,32.8212
03021,2016-02-21 00:14:00.000000,NO2,0.9585
03021,2016-02-21 00:14:00.000000,O3,31.9733
03021,2016-02-21 00:15:00.000000,NO2,0.757
03021,2016-02-21 00:15:00.000000,O3,30.732
03021,2016-02-21 00:16:00.000000,NO2,0.4838
03021,2016-02-21 00:16:00.000000,O3,31.0653
03021,2016-02-21 00:17:00.000000,NO2,1.1355
03021,2016-02-21 00:17:00.000000,O3,32.0733
03021,2016-02-21 00:18:00.000000,NO2,0.766
03021,2016-02-21 00:18:00.000000,O3,34.4387
03021,2016-02-21 00:19:00.000000,NO2,0.4957
03021,2016-02-21 00:19:00.000000,O3,36.3147
03021,2016-02-21 00:20:00.000000,NO2,1.0287
03021,2016-02-21 00:20:00.000000,O3,36.8402
03021,2016-02-21 00:21:00.000000,NO2,1.2097
03021,2016-02-21 00:21:00.000000,O3,36.982
03021,2016-02-21 00:22:00.000000,NO2,0.3677
03021,2016-02-21 00:22:00.000000,O3,38.4938
03021,2016-02-21 00:23:00.000000,NO2,1.794
03021,2016-02-21 00:23:00.000000,O3,36.5418
03021,2016-02-22 00:00:00.000000,NO2,1.0245
03021,2016-02-22 00:00:00.000000,O3,37.4668
03021,2016-02-22 00:01:00.000000,NO2,1.2224
03021,2016-02-22 00:01:00.000000,O3,36.5394
03021,2016-02-22 00:02:00.000000,NO2,1.467
03021,2016-02-22 00:02:00.000000,O3,34.9966
03021,2016-02-22 00:03:00.000000,NO2,2.4522
03021,2016-02-22 00:03:00.000000,O3,32.8934
03021,2016-02-22 00:04:00.000000,NO2,3.5798
03021,2016-02-22 00:04:00.000000,O3,31.3615
03021,2016-02-22 00:05:00.000000,NO2,3.6502
03021,2016-02-22 00:05:00.000000,O3,29.515
03021,2016-02-22 00:06:00.000000,NO2,8.0482
03021,2016-02-22 00:06:00.000000,O3,24.9303
03021,2016-02-22 00:07:00.000000,NO2,4.2417
03021,2016-02-22 00:07:00.000000,O3,26.9618
03021,2016-02-22 00:08:00.000000,NO2,4.8033
03021,2016-02-22 00:08:00.000000,O3,26.115
03021,2016-02-22 00:09:00.000000,NO2,2.6187
03021,2016-02-22 00:09:00.000000,O3,28.0852
03021,2016-02-22 00:10:00.000000,NO2,2.628
03021,2016-02-22 00:10:00.000000,O3,28.2432
03021,2016-02-22 00:11:00.000000,NO2,1.1095
03021,2016-02-22 00:11:00.000000,O3,29.7157
03021,2016-02-22 00:12:00.000000,NO2,1.2842
03021,2016-02-22 00:12:00.000000,O3,29.5057
03021,2016-02-22 00:12:00.000000,PM25,6
03021,2016-02-22 00:13:00.000000,NO2,1.0357
03021,2016-02-22 00:13:00.000000,O3,29.5423
03021,2016-02-22 00:13:00.000000,PM25,5
03021,2016-02-22 00:14:00.000000,NO2,1.3293
03021,2016-02-22 00:14:00.000000,O3,29.6592
03021,2016-02-22 00:14:00.000000,PM25,5
03021,2016-02-22 00:15:00.000000,NO2,1.1968
03021,2016-02-22 00:15:00.000000,O3,29.3815
03021,2016-02-22 00:15:00.000000,PM25,4
03021,2016-02-22 00:16:00.000000,NO2,1.1508
03021,2016-02-22 00:16:00.000000,O3,30.3385
03021,2016-02-22 00:16:00.000000,PM25,1
03021,2016-02-22 00:17:00.000000,NO2,1.551
03021,2016-02-22 00:17:00.000000,O3,29.8032
03021,2016-02-22 00:17:00.000000,PM25,4
03021,2016-02-22 00:18:00.000000,NO2,2.1888
03021,2016-02-22 00:18:00.000000,O3,29.0222
03021,2016-02-22 00:18:00.000000,PM25,6
03021,2016-02-22 00:19:00.000000,NO2,2.3755
03021,2016-02-22 00:19:00.000000,O3,28.4053
03021,2016-02-22 00:19:00.000000,PM25,3
03021,2016-02-22 00:20:00.000000,NO2,1.6592
03021,2016-02-22 00:20:00.000000,O3,28.6387
03021,2016-02-22 00:20:00.000000,PM25,3
03021,2016-02-22 00:21:00.000000,NO2,2.4622
03021,2016-02-22 00:21:00.000000,O3,27.3567
03021,2016-02-22 00:21:00.000000,PM25,8
03021,2016-02-22 00:22:00.000000,NO2,1.7797
03021,2016-02-22 00:22:00.000000,O3,26.933
03021,2016-02-22 00:22:00.000000,PM25,9
03021,2016-02-22 00:23:00.000000,NO2,5.2642
03021,2016-02-22 00:23:00.000000,O3,21.7883
03021,2016-02-22 00:23:00.000000,PM25,17
03021,2016-02-23 00:00:00.000000,NO2,11.4822
03021,2016-02-23 00:00:00.000000,O3,15.2227
03021,2016-02-23 00:00:00.000000,PM25,31
03021,2016-02-23 00:01:00.000000,NO2,20.6006
03021,2016-02-23 00:01:00.000000,O3,7.8804
03021,2016-02-23 00:01:00.000000,PM25,21
03021,2016-02-23 00:02:00.000000,NO2,7.1247
03021,2016-02-23 00:02:00.000000,O3,18.6896
03021,2016-02-23 00:02:00.000000,PM25,9
03021,2016-02-23 00:03:00.000000,NO2,3.597
03021,2016-02-23 00:03:00.000000,O3,21.354
03021,2016-02-23 00:03:00.000000,PM25,7
03021,2016-02-23 00:04:00.000000,NO2,5.4647
03021,2016-02-23 00:04:00.000000,O3,17.9611
03021,2016-02-23 00:04:00.000000,PM25,5
03021,2016-02-23 00:05:00.000000,NO2,5.1962
03021,2016-02-23 00:05:00.000000,O3,20.1175
03021,2016-02-23 00:05:00.000000,PM25,6
03021,2016-02-23 00:06:00.000000,NO2,5.7727
03021,2016-02-23 00:06:00.000000,O3,18.9272
03021,2016-02-23 00:06:00.000000,PM25,8
03021,2016-02-23 00:07:00.000000,NO2,10.5427
03021,2016-02-23 00:07:00.000000,O3,13.957
03021,2016-02-23 00:07:00.000000,PM25,7
03021,2016-02-23 00:08:00.000000,NO2,12.5145
03021,2016-02-23 00:08:00.000000,O3,14.3997
03021,2016-02-23 00:08:00.000000,PM25,9
03021,2016-02-23 00:09:00.000000,NO2,12.0187
03021,2016-02-23 00:09:00.000000,O3,18.1572
03021,2016-02-23 00:09:00.000000,PM25,15
03021,2016-02-23 00:10:00.000000,O3,16.7047
03021,2016-02-23 00:10:00.000000,PM25,19
03021,2016-02-23 00:11:00.000000,O3,25.1108
03021,2016-02-23 00:11:00.000000,PM25,18
03021,2016-02-23 00:12:00.000000,O3,30.7562
03021,2016-02-23 00:12:00.000000,PM25,13
03021,2016-02-23 00:13:00.000000,PM25,12
03021,2016-02-23 00:14:00.000000,PM25,12
03021,2016-02-23 00:15:00.000000,O3,32.8517
03021,2016-02-23 00:15:00.000000,PM25,7
03021,2016-02-23 00:16:00.000000,O3,31.4665
03021,2016-02-23 00:16:00.000000,PM25,4
03021,2016-02-23 00:17:00.000000,O3,27.7563
03021,2016-02-23 00:17:00.000000,PM25,5
03021,2016-02-23 00:18:00.000000,O3,24.4993
03021,2016-02-23 00:18:00.000000,PM25,5
03021,2016-02-23 00:19:00.000000,O3,23.6345
03021,2016-02-23 00:19:00.000000,PM25,5
03021,2016-02-23 00:20:00.000000,O3,28.2323
03021,2016-02-23 00:20:00.000000,PM25,7
03021,2016-02-23 00:21:00.000000,O3,28.5012
03021,2016-02-23 00:21:00.000000,PM25,8
03021,2016-02-23 00:22:00.000000,O3,32.9728
03021,2016-02-23 00:22:00.000000,PM25,7
03021,2016-02-23 00:23:00.000000,O3,28.7342
03021,2016-02-23 00:23:00.000000,PM25,9
03021,2016-02-24 00:00:00.000000,O3,27.561
03021,2016-02-24 00:00:00.000000,PM25,11
03021,2016-02-24 00:01:00.000000,O3,27.5358
03021,2016-02-24 00:01:00.000000,PM25,9
03021,2016-02-24 00:02:00.000000,O3,25.0094
03021,2016-02-24 00:02:00.000000,PM25,7
03021,2016-02-24 00:03:00.000000,O3,27.554
03021,2016-02-24 00:03:00.000000,PM25,8
03021,2016-02-24 00:04:00.000000,O3,28.8538
03021,2016-02-24 00:04:00.000000,PM25,7
03021,2016-02-24 00:05:00.000000,O3,25.0373
03021,2016-02-24 00:05:00.000000,PM25,5
03021,2016-02-24 00:06:00.000000,O3,28.5152
03021,2016-02-24 00:06:00.000000,PM25,4
03021,2016-02-24 00:07:00.000000,O3,20.9523
03021,2016-02-24 00:07:00.000000,PM25,6
03021,2016-02-24 00:08:00.000000,O3,21.5317
03021,2016-02-24 00:08:00.000000,PM25,7
03021,2016-02-24 00:09:00.000000,O3,21.1733
03021,2016-02-24 00:09:00.000000,PM25,8
03021,2016-02-24 00:10:00.000000,O3,25.5117
03021,2016-02-24 00:10:00.000000,PM25,11
03021,2016-02-24 00:11:00.000000,O3,26.7908
03021,2016-02-24 00:11:00.000000,PM25,12
03021,2016-02-24 00:12:00.000000,O3,23.6905
03021,2016-02-24 00:12:00.000000,PM25,18
03021,2016-02-24 00:13:00.000000,O3,25.6728
03021,2016-02-24 00:13:00.000000,PM25,8
03021,2016-02-24 00:14:00.000000,O3,25.0607
03021,2016-02-24 00:14:00.000000,PM25,9
03021,2016-02-24 00:15:00.000000,O3,26.2922
03021,2016-02-24 00:15:00.000000,PM25,8
03021,2016-02-24 00:16:00.000000,O3,29.4125
03021,2016-02-24 00:16:00.000000,PM25,5
03021,2016-02-24 00:17:00.000000,O3,30.6668
03021,2016-02-24 00:17:00.000000,PM25,2
03021,2016-02-24 00:18:00.000000,NO2,5.575
03021,2016-02-24 00:18:00.000000,O3,30.9717
03021,2016-02-24 00:18:00.000000,PM25,1
03021,2016-02-24 00:19:00.000000,NO2,6.2075
03021,2016-02-24 00:19:00.000000,O3,30.6868
03021,2016-02-24 00:19:00.000000,PM25,3
03021,2016-02-24 00:20:00.000000,NO2,3.8257
03021,2016-02-24 00:20:00.000000,O3,32.2052
03021,2016-02-24 00:20:00.000000,PM25,3
03021,2016-02-24 00:21:00.000000,NO2,4.0248
03021,2016-02-24 00:21:00.000000,O3,32.7053
03021,2016-02-24 00:21:00.000000,PM25,2
03021,2016-02-24 00:22:00.000000,NO2,4.2218
03021,2016-02-24 00:22:00.000000,O3,33.071
03021,2016-02-24 00:22:00.000000,PM25,2
03021,2016-02-24 00:23:00.000000,NO2,3.3952
03021,2016-02-24 00:23:00.000000,O3,33.7135
03021,2016-02-24 00:23:00.000000,PM25,3
03021,2016-02-25 00:00:00.000000,NO2,3.5907
03021,2016-02-25 00:00:00.000000,O3,32.5158
03021,2016-02-25 00:00:00.000000,PM25,3
03021,2016-02-25 00:01:00.000000,NO2,4.9694
03021,2016-02-25 00:01:00.000000,O3,31.1304
03021,2016-02-25 00:01:00.000000,PM25,4
03021,2016-02-25 00:02:00.000000,NO2,4.0957
03021,2016-02-25 00:02:00.000000,O3,31.5945
03021,2016-02-25 00:02:00.000000,PM25,0
03021,2016-02-25 00:03:00.000000,NO2,4.438
03021,2016-02-25 00:03:00.000000,O3,30.74
03021,2016-02-25 00:03:00.000000,PM25,0
03021,2016-02-25 00:04:00.000000,NO2,3.9818
03021,2016-02-25 00:04:00.000000,O3,31.2479
03021,2016-02-25 00:04:00.000000,PM25,1
03021,2016-02-25 00:05:00.000000,NO2,3.8293
03021,2016-02-25 00:05:00.000000,O3,31.248
03021,2016-02-25 00:05:00.000000,PM25,0
03021,2016-02-25 00:06:00.000000,NO2,5.2202
03021,2016-02-25 00:06:00.000000,O3,30.3112
03021,2016-02-25 00:06:00.000000,PM25,0
03021,2016-02-25 00:07:00.000000,NO2,6.7005
03021,2016-02-25 00:07:00.000000,O3,28.7647
03021,2016-02-25 00:07:00.000000,PM25,0
03021,2016-02-25 00:08:00.000000,NO2,7.9175
03021,2016-02-25 00:08:00.000000,O3,27.3405
03021,2016-02-25 00:08:00.000000,PM25,1
03021,2016-02-25 00:09:00.000000,NO2,9.7655
03021,2016-02-25 00:09:00.000000,O3,25.6618
03021,2016-02-25 00:09:00.000000,PM25,0
03021,2016-02-25 00:10:00.000000,NO2,8.0295
03021,2016-02-25 00:10:00.000000,O3,27.0353
03021,2016-02-25 00:10:00.000000,PM25,2
03021,2016-02-25 00:11:00.000000,NO2,9.2367
03021,2016-02-25 00:11:00.000000,O3,26.6847
03021,2016-02-25 00:11:00.000000,PM25,3
03021,2016-02-25 00:12:00.000000,NO2,8.4997
03021,2016-02-25 00:12:00.000000,O3,26.381
03021,2016-02-25 00:12:00.000000,PM25,1
03021,2016-02-25 00:13:00.000000,NO2,6.3607
03021,2016-02-25 00:13:00.000000,O3,28.7345
03021,2016-02-25 00:13:00.000000,PM25,0
03021,2016-02-25 00:14:00.000000,NO2,6.5257
03021,2016-02-25 00:14:00.000000,O3,28.3212
03021,2016-02-25 00:14:00.000000,PM25,1
03021,2016-02-25 00:15:00.000000,NO2,10.9395
03021,2016-02-25 00:15:00.000000,O3,24.4673
03021,2016-02-25 00:15:00.000000,PM25,2
03021,2016-02-25 00:16:00.000000,NO2,7.6895
03021,2016-02-25 00:16:00.000000,O3,26.9003
03021,2016-02-25 00:16:00.000000,PM25,3
03021,2016-02-25 00:17:00.000000,NO2,7.8852
03021,2016-02-25 00:17:00.000000,O3,27.3677
03021,2016-02-25 00:17:00.000000,PM25,5
03021,2016-02-25 00:18:00.000000,NO2,13.3892
03021,2016-02-25 00:18:00.000000,O3,22.0025
03021,2016-02-25 00:18:00.000000,PM25,6
03021,2016-02-25 00:19:00.000000,NO2,10.8715
03021,2016-02-25 00:19:00.000000,O3,23.8235
03021,2016-02-25 00:19:00.000000,PM25,7
03021,2016-02-25 00:20:00.000000,NO2,8.1475
03021,2016-02-25 00:20:00.000000,O3,24.322
03021,2016-02-25 00:20:00.000000,PM25,6
03021,2016-02-25 00:21:00.000000,NO2,4.1068
03021,2016-02-25 00:21:00.000000,O3,27.9323
03021,2016-02-25 00:21:00.000000,PM25,4
03021,2016-02-25 00:22:00.000000,NO2,1.4598
03021,2016-02-25 00:22:00.000000,O3,31.578
03021,2016-02-25 00:22:00.000000,PM25,3
03021,2016-02-25 00:23:00.000000,NO2,1.9657
03021,2016-02-25 00:23:00.000000,O3,32.2253
03021,2016-02-25 00:23:00.000000,PM25,3
03021,2016-02-26 00:00:00.000000,NO2,1.012
03021,2016-02-26 00:00:00.000000,O3,32.932
03021,2016-02-26 00:00:00.000000,PM25,3
03021,2016-02-26 00:01:00.000000,NO2,0.2226
03021,2016-02-26 00:01:00.000000,O3,34.444
03021,2016-02-26 00:01:00.000000,PM25,3
