station,moment,variable,valeur
03006,2016-09-20 00:12:00.000000,SO2,0.0915
03006,2016-09-20 00:13:00.000000,CO,0.2173
03006,2016-09-20 00:13:00.000000,NO2,8.8715
03006,2016-09-20 00:13:00.000000,O3,6.5082
03006,2016-09-20 00:13:00.000000,PM25,15
03006,2016-09-20 00:13:00.000000,SO2,0.0593
03006,2016-09-20 00:14:00.000000,CO,0.1905
03006,2016-09-20 00:14:00.000000,NO2,6.4063
03006,2016-09-20 00:14:00.000000,O3,10.2878
03006,2016-09-20 00:14:00.000000,SO2,0.1875
03006,2016-09-20 00:15:00.000000,CO,0.221
03006,2016-09-20 00:15:00.000000,NO2,6.0683
03006,2016-09-20 00:15:00.000000,O3,15.7057
03006,2016-09-20 00:15:00.000000,PM25,16
03006,2016-09-20 00:15:00.000000,SO2,0.0718
03006,2016-09-20 00:16:00.000000,CO,0.2288
03006,2016-09-20 00:16:00.000000,NO2,5.1863
03006,2016-09-20 00:16:00.000000,O3,21.5918
03006,2016-09-20 00:16:00.000000,PM25,16
03006,2016-09-20 00:16:00.000000,SO2,0.1628
03006,2016-09-20 00:17:00.000000,CO,0.2504
03006,2016-09-20 00:17:00.000000,NO2,6.4458
03006,2016-09-20 00:17:00.000000,O3,21.5867
03006,2016-09-20 00:17:00.000000,PM25,14
03006,2016-09-20 00:17:00.000000,SO2,0.0218
03006,2016-09-20 00:18:00.000000,CO,0.2815
03006,2016-09-20 00:18:00.000000,NO2,9.03
03006,2016-09-20 00:18:00.000000,PM25,16
03006,2016-09-20 00:18:00.000000,SO2,0.0457
03006,2016-09-20 00:19:00.000000,CO,0.3723
03006,2016-09-20 00:19:00.000000,NO2,13.37
03006,2016-09-20 00:19:00.000000,PM25,15
03006,2016-09-20 00:19:00.000000,SO2,0.0853
03006,2016-09-20 00:20:00.000000,CO,0.426
03006,2016-09-20 00:20:00.000000,NO2,16.6928
03006,2016-09-20 00:20:00.000000,PM25,19
03006,2016-09-20 00:20:00.000000,SO2,0.0738
03006,2016-09-20 00:21:00.000000,CO,0.3463
03006,2016-09-20 00:21:00.000000,NO2,14.9327
03006,2016-09-20 00:21:00.000000,PM25,18
03006,2016-09-20 00:21:00.000000,SO2,0.0862
03006,2016-09-20 00:22:00.000000,CO,0.448
03006,2016-09-20 00:22:00.000000,NO2,16.0698
03006,2016-09-20 00:22:00.000000,PM25,19
03006,2016-09-20 00:22:00.000000,SO2,0.1353
03006,2016-09-20 00:23:00.000000,CO,0.416
03006,2016-09-20 00:23:00.000000,NO2,15.0953
03006,2016-09-20 00:23:00.000000,PM25,19
03006,2016-09-20 00:23:00.000000,SO2,0.058
03006,2016-09-21 00:00:00.000000,CO,0.3023
03006,2016-09-21 00:00:00.000000,NO2,10.9882
03006,2016-09-21 00:00:00.000000,PM25,16
03006,2016-09-21 00:00:00.000000,SO2,0.0473
03006,2016-09-21 00:01:00.000000,CO,0.2048
03006,2016-09-21 00:01:00.000000,NO2,6.9814
03006,2016-09-21 00:01:00.000000,PM25,12
03006,2016-09-21 00:01:00.000000,SO2,0.0478
03006,2016-09-21 00:02:00.000000,NO2,7.5153
03006,2016-09-21 00:02:00.000000,PM25,11
03006,2016-09-21 00:02:00.000000,SO2,0.0515
03006,2016-09-21 00:03:00.000000,CO,0.1954
03006,2016-09-21 00:03:00.000000,NO2,9.4052
03006,2016-09-21 00:03:00.000000,PM25,12
03006,2016-09-21 00:03:00.000000,SO2,0.0968
03006,2016-09-21 00:04:00.000000,CO,0.2325
03006,2016-09-21 00:04:00.000000,NO2,10.3477
03006,2016-09-21 00:04:00.000000,PM25,10
03006,2016-09-21 00:04:00.000000,SO2,0.0994
03006,2016-09-21 00:05:00.000000,CO,0.2004
03006,2016-09-21 00:05:00.000000,NO2,10.4163
03006,2016-09-21 00:05:00.000000,PM25,10
03006,2016-09-21 00:05:00.000000,SO2,0.0855
03006,2016-09-21 00:06:00.000000,CO,0.2248
03006,2016-09-21 00:06:00.000000,NO2,12.9053
03006,2016-09-21 00:06:00.000000,PM25,13
03006,2016-09-21 00:06:00.000000,SO2,0.0825
03006,2016-09-21 00:07:00.000000,CO,0.2781
03006,2016-09-21 00:07:00.000000,NO2,12.5593
03006,2016-09-21 00:07:00.000000,PM25,10
03006,2016-09-21 00:07:00.000000,SO2,0.063
03006,2016-09-21 00:08:00.000000,CO,0.2248
03006,2016-09-21 00:08:00.000000,NO2,8.1955
03006,2016-09-21 00:08:00.000000,PM25,8
03006,2016-09-21 00:08:00.000000,SO2,0.2755
03006,2016-09-21 00:09:00.000000,CO,0.1915
03006,2016-09-21 00:09:00.000000,NO2,5.8415
03006,2016-09-21 00:09:00.000000,PM25,7
03006,2016-09-21 00:09:00.000000,SO2,0.5208
03006,2016-09-21 00:10:00.000000,CO,0.1895
03006,2016-09-21 00:10:00.000000,NO2,5.0953
03006,2016-09-21 00:10:00.000000,PM25,8
03006,2016-09-21 00:10:00.000000,SO2,1.3993
03006,2016-09-21 00:11:00.000000,CO,0.1694
03006,2016-09-21 00:11:00.000000,NO2,4.13
03006,2016-09-21 00:11:00.000000,PM25,8
03006,2016-09-21 00:11:00.000000,SO2,1.9221
03006,2016-09-21 00:12:00.000000,CO,0.1597
03006,2016-09-21 00:12:00.000000,NO2,3.5035
03006,2016-09-21 00:12:00.000000,PM25,8
03006,2016-09-21 00:12:00.000000,SO2,2.089
03006,2016-09-21 00:13:00.000000,CO,0.151
03006,2016-09-21 00:13:00.000000,NO2,3.2643
03006,2016-09-21 00:13:00.000000,PM25,10
03006,2016-09-21 00:13:00.000000,SO2,2.0793
03006,2016-09-21 00:14:00.000000,CO,0.1383
03006,2016-09-21 00:14:00.000000,NO2,2.2345
03006,2016-09-21 00:14:00.000000,PM25,10
03006,2016-09-21 00:14:00.000000,SO2,1.4745
03006,2016-09-21 00:15:00.000000,CO,0.1363
03006,2016-09-21 00:15:00.000000,NO2,2.3885
03006,2016-09-21 00:15:00.000000,PM25,7
03006,2016-09-21 00:15:00.000000,SO2,1.1857
03006,2016-09-21 00:16:00.000000,CO,0.146
03006,2016-09-21 00:16:00.000000,NO2,3.288
03006,2016-09-21 00:16:00.000000,PM25,6
03006,2016-09-21 00:16:00.000000,SO2,1.1737
03006,2016-09-21 00:17:00.000000,CO,0.1521
03006,2016-09-21 00:17:00.000000,NO2,3.9045
03006,2016-09-21 00:17:00.000000,PM25,4
03006,2016-09-21 00:17:00.000000,SO2,1.3182
03006,2016-09-21 00:18:00.000000,CO,0.1538
03006,2016-09-21 00:18:00.000000,NO2,4.8227
03006,2016-09-21 00:18:00.000000,PM25,3
03006,2016-09-21 00:18:00.000000,SO2,0.8588
03006,2016-09-21 00:19:00.000000,CO,0.1785
03006,2016-09-21 00:19:00.000000,NO2,8.313
03006,2016-09-21 00:19:00.000000,PM25,5
03006,2016-09-21 00:19:00.000000,SO2,0.5353
03006,2016-09-21 00:20:00.000000,CO,0.1945
03006,2016-09-21 00:20:00.000000,NO2,8.6005
03006,2016-09-21 00:20:00.000000,PM25,6
03006,2016-09-21 00:20:00.000000,SO2,0.7975
03006,2016-09-21 00:21:00.000000,CO,0.2313
03006,2016-09-21 00:21:00.000000,NO2,13.0735
03006,2016-09-21 00:21:00.000000,PM25,7
03006,2016-09-21 00:21:00.000000,SO2,0.5602
03006,2016-09-21 00:22:00.000000,CO,0.223
03006,2016-09-21 00:22:00.000000,NO2,10.2788
03006,2016-09-21 00:22:00.000000,PM25,6
03006,2016-09-21 00:22:00.000000,SO2,0.3333
03006,2016-09-21 00:23:00.000000,CO,0.1569
03006,2016-09-21 00:23:00.000000,NO2,5.1048
03006,2016-09-21 00:23:00.000000,PM25,7
03006,2016-09-21 00:23:00.000000,SO2,0.251
03006,2016-09-22 00:00:00.000000,CO,0.1452
03006,2016-09-22 00:00:00.000000,NO2,4.5687
03006,2016-09-22 00:00:00.000000,PM25,11
03006,2016-09-22 00:00:00.000000,SO2,0.14
03006,2016-09-22 00:01:00.000000,CO,0.1404
03006,2016-09-22 00:01:00.000000,NO2,4.0424
03006,2016-09-22 00:01:00.000000,PM25,10
03006,2016-09-22 00:01:00.000000,SO2,0.1342
03006,2016-09-22 00:02:00.000000,NO2,5.7572
03006,2016-09-22 00:02:00.000000,PM25,7
03006,2016-09-22 00:02:00.000000,SO2,0.0845
03006,2016-09-22 00:03:00.000000,CO,0.1444
03006,2016-09-22 00:03:00.000000,NO2,6.5088
03006,2016-09-22 00:03:00.000000,PM25,6
03006,2016-09-22 00:03:00.000000,SO2,0.126
03006,2016-09-22 00:04:00.000000,CO,0.141
03006,2016-09-22 00:04:00.000000,NO2,5.9098
03006,2016-09-22 00:04:00.000000,PM25,5
03006,2016-09-22 00:04:00.000000,SO2,0.097
03006,2016-09-22 00:05:00.000000,CO,0.1419
03006,2016-09-22 00:05:00.000000,NO2,6.6948
03006,2016-09-22 00:05:00.000000,PM25,5
03006,2016-09-22 00:05:00.000000,SO2,0.0775
03006,2016-09-22 00:06:00.000000,CO,0.186
03006,2016-09-22 00:06:00.000000,NO2,10.7982
03006,2016-09-22 00:06:00.000000,PM25,7
03006,2016-09-22 00:06:00.000000,SO2,0.1035
03006,2016-09-22 00:07:00.000000,CO,0.2777
03006,2016-09-22 00:07:00.000000,NO2,14.0668
03006,2016-09-22 00:07:00.000000,PM25,9
03006,2016-09-22 00:07:00.000000,SO2,0.2158
03006,2016-09-22 00:08:00.000000,CO,0.2722
03006,2016-09-22 00:08:00.000000,NO2,12.6238
03006,2016-09-22 00:08:00.000000,PM25,10
03006,2016-09-22 00:08:00.000000,SO2,0.5935
03006,2016-09-22 00:09:00.000000,CO,0.2269
03006,2016-09-22 00:09:00.000000,NO2,13.6548
03006,2016-09-22 00:09:00.000000,PM25,9
03006,2016-09-22 00:09:00.000000,SO2,0.7492
03006,2016-09-22 00:10:00.000000,CO,0.1262
03006,2016-09-22 00:10:00.000000,NO2,4.0402
03006,2016-09-22 00:10:00.000000,PM25,7
03006,2016-09-22 00:10:00.000000,SO2,0.2313
03006,2016-09-22 00:11:00.000000,CO,0.129
03006,2016-09-22 00:11:00.000000,NO2,3.624
03006,2016-09-22 00:11:00.000000,PM25,4
03006,2016-09-22 00:11:00.000000,SO2,0.195
03006,2016-09-22 00:12:00.000000,CO,0.139
03006,2016-09-22 00:12:00.000000,NO2,2.8953
03006,2016-09-22 00:12:00.000000,PM25,3
03006,2016-09-22 00:12:00.000000,SO2,0.1428
03006,2016-09-22 00:13:00.000000,CO,0.1298
03006,2016-09-22 00:13:00.000000,NO2,3.643
03006,2016-09-22 00:13:00.000000,PM25,3
03006,2016-09-22 00:13:00.000000,SO2,0.1967
03006,2016-09-22 00:14:00.000000,CO,0.1347
03006,2016-09-22 00:14:00.000000,NO2,4.2617
03006,2016-09-22 00:14:00.000000,PM25,2
03006,2016-09-22 00:14:00.000000,SO2,0.2237
03006,2016-09-22 00:15:00.000000,CO,0.1717
03006,2016-09-22 00:15:00.000000,NO2,5.0793
03006,2016-09-22 00:15:00.000000,O3,14.4234
03006,2016-09-22 00:15:00.000000,PM25,6
03006,2016-09-22 00:15:00.000000,SO2,0.2475
03006,2016-09-22 00:16:00.000000,CO,0.186
03006,2016-09-22 00:16:00.000000,NO2,6.7677
03006,2016-09-22 00:16:00.000000,O3,11.2787
03006,2016-09-22 00:16:00.000000,PM25,5
03006,2016-09-22 00:16:00.000000,SO2,0.3178
03006,2016-09-22 00:17:00.000000,CO,0.1956
03006,2016-09-22 00:17:00.000000,NO2,7.9618
03006,2016-09-22 00:17:00.000000,O3,8.033
03006,2016-09-22 00:17:00.000000,PM25,0
03006,2016-09-22 00:17:00.000000,SO2,0.145
03006,2016-09-22 00:18:00.000000,CO,0.1998
03006,2016-09-22 00:18:00.000000,NO2,6.9488
03006,2016-09-22 00:18:00.000000,O3,7.7883
03006,2016-09-22 00:18:00.000000,PM25,2
03006,2016-09-22 00:18:00.000000,SO2,0.1585
03006,2016-09-22 00:19:00.000000,CO,0.1623
03006,2016-09-22 00:19:00.000000,NO2,5.1708
03006,2016-09-22 00:19:00.000000,O3,8.2617
03006,2016-09-22 00:19:00.000000,PM25,5
03006,2016-09-22 00:19:00.000000,SO2,0.0888
03006,2016-09-22 00:20:00.000000,CO,0.1648
03006,2016-09-22 00:20:00.000000,NO2,10.9458
03006,2016-09-22 00:20:00.000000,O3,3.6793
03006,2016-09-22 00:20:00.000000,PM25,5
03006,2016-09-22 00:20:00.000000,SO2,0.113
03006,2016-09-22 00:21:00.000000,CO,0.1533
03006,2016-09-22 00:21:00.000000,NO2,10.5098
03006,2016-09-22 00:21:00.000000,O3,4.7238
03006,2016-09-22 00:21:00.000000,PM25,3
03006,2016-09-22 00:21:00.000000,SO2,0.1175
03006,2016-09-22 00:22:00.000000,CO,0.1432
03006,2016-09-22 00:22:00.000000,NO2,6.8698
03006,2016-09-22 00:22:00.000000,O3,9.6952
03006,2016-09-22 00:22:00.000000,PM25,6
03006,2016-09-22 00:22:00.000000,SO2,0.1025
03006,2016-09-22 00:23:00.000000,CO,0.1235
03006,2016-09-22 00:23:00.000000,NO2,5.0012
03006,2016-09-22 00:23:00.000000,O3,18.4358
03006,2016-09-22 00:23:00.000000,PM25,5
03006,2016-09-22 00:23:00.000000,SO2,0.0507
03006,2016-09-23 00:00:00.000000,CO,0.118
03006,2016-09-23 00:00:00.000000,NO2,2.196
03006,2016-09-23 00:00:00.000000,O3,27.9262
03006,2016-09-23 00:00:00.000000,PM25,4
03006,2016-09-23 00:00:00.000000,SO2,0.0617
03006,2016-09-23 00:01:00.000000,CO,0.1169
03006,2016-09-23 00:01:00.000000,NO2,2.3354
03006,2016-09-23 00:01:00.000000,O3,31.5488
03006,2016-09-23 00:01:00.000000,PM25,7
03006,2016-09-23 00:01:00.000000,SO2,0.0466
03006,2016-09-23 00:02:00.000000,NO2,3.4268
03006,2016-09-23 00:02:00.000000,O3,29.9143
03006,2016-09-23 00:02:00.000000,PM25,5
03006,2016-09-23 00:02:00.000000,SO2,0.0381
03006,2016-09-23 00:03:00.000000,CO,0.121
03006,2016-09-23 00:03:00.000000,NO2,2.3628
03006,2016-09-23 00:03:00.000000,O3,31.1824
03006,2016-09-23 00:03:00.000000,PM25,5
03006,2016-09-23 00:03:00.000000,SO2,0.0378
03006,2016-09-23 00:04:00.000000,CO,0.1235
03006,2016-09-23 00:04:00.000000,NO2,6.0367
03006,2016-09-23 00:04:00.000000,O3,17.9891
03006,2016-09-23 00:04:00.000000,PM25,4
03006,2016-09-23 00:04:00.000000,SO2,0.083
03006,2016-09-23 00:05:00.000000,CO,0.1304
03006,2016-09-23 00:05:00.000000,NO2,3.8107
03006,2016-09-23 00:05:00.000000,O3,22.6657
03006,2016-09-23 00:05:00.000000,PM25,6
03006,2016-09-23 00:05:00.000000,SO2,0.1002
03006,2016-09-23 00:06:00.000000,CO,0.14
03006,2016-09-23 00:06:00.000000,NO2,4.0713
03006,2016-09-23 00:06:00.000000,O3,20.361
03006,2016-09-23 00:06:00.000000,PM25,10
03006,2016-09-23 00:06:00.000000,SO2,0.057
03006,2016-09-23 00:07:00.000000,CO,0.1581
03006,2016-09-23 00:07:00.000000,NO2,5.417
03006,2016-09-23 00:07:00.000000,O3,18.349
03006,2016-09-23 00:07:00.000000,PM25,9
03006,2016-09-23 00:07:00.000000,SO2,0.0603
03006,2016-09-23 00:08:00.000000,CO,0.1663
03006,2016-09-23 00:08:00.000000,NO2,7.5188
03006,2016-09-23 00:08:00.000000,O3,17.5138
03006,2016-09-23 00:08:00.000000,PM25,8
03006,2016-09-23 00:08:00.000000,SO2,0.072
03006,2016-09-23 00:09:00.000000,CO,0.1471
03006,2016-09-23 00:09:00.000000,NO2,7.5918
03006,2016-09-23 00:09:00.000000,O3,19.0828
03006,2016-09-23 00:09:00.000000,PM25,5
03006,2016-09-23 00:09:00.000000,SO2,0.0957
03006,2016-09-23 00:10:00.000000,CO,0.1438
03006,2016-09-23 00:10:00.000000,NO2,5.5882
03006,2016-09-23 00:10:00.000000,O3,18.3572
03006,2016-09-23 00:10:00.000000,PM25,5
03006,2016-09-23 00:10:00.000000,SO2,0.1607
03006,2016-09-23 00:11:00.000000,CO,0.1271
03006,2016-09-23 00:11:00.000000,NO2,3.7235
03006,2016-09-23 00:11:00.000000,O3,19.8955
03006,2016-09-23 00:11:00.000000,PM25,7
03006,2016-09-23 00:11:00.000000,SO2,0.217
03006,2016-09-23 00:12:00.000000,CO,0.1217
03006,2016-09-23 00:12:00.000000,NO2,7.1688
03006,2016-09-23 00:12:00.000000,O3,15.7493
03006,2016-09-23 00:12:00.000000,PM25,6
03006,2016-09-23 00:12:00.000000,SO2,0.2935
03006,2016-09-23 00:13:00.000000,CO,0.1377
03006,2016-09-23 00:13:00.000000,NO2,6.4332
03006,2016-09-23 00:13:00.000000,O3,17.3743
03006,2016-09-23 00:13:00.000000,PM25,5
03006,2016-09-23 00:13:00.000000,SO2,0.3038
03006,2016-09-23 00:14:00.000000,CO,0.1518
03006,2016-09-23 00:14:00.000000,NO2,4.7002
03006,2016-09-23 00:14:00.000000,O3,19.9435
03006,2016-09-23 00:14:00.000000,PM25,3
03006,2016-09-23 00:14:00.000000,SO2,0.3328
03006,2016-09-23 00:15:00.000000,CO,0.1554
03006,2016-09-23 00:15:00.000000,NO2,4.1442
03006,2016-09-23 00:15:00.000000,O3,22.3993
03006,2016-09-23 00:15:00.000000,PM25,6
03006,2016-09-23 00:15:00.000000,SO2,0.2383
03006,2016-09-23 00:16:00.000000,CO,0.145
03006,2016-09-23 00:16:00.000000,NO2,3.3272
03006,2016-09-23 00:16:00.000000,O3,22.3167
03006,2016-09-23 00:16:00.000000,PM25,7
03006,2016-09-23 00:16:00.000000,SO2,0.0835
03006,2016-09-23 00:17:00.000000,CO,0.1463
03006,2016-09-23 00:17:00.000000,NO2,3.106
03006,2016-09-23 00:17:00.000000,O3,21.4058
03006,2016-09-23 00:17:00.000000,PM25,4
03006,2016-09-23 00:17:00.000000,SO2,0.0758
03006,2016-09-23 00:18:00.000000,CO,0.1268
03006,2016-09-23 00:18:00.000000,NO2,2.0147
03006,2016-09-23 00:18:00.000000,O3,21.5607
03006,2016-09-23 00:18:00.000000,PM25,4
03006,2016-09-23 00:18:00.000000,SO2,0.0537
03006,2016-09-23 00:19:00.000000,CO,0.1506
03006,2016-09-23 00:19:00.000000,NO2,3.0978
03006,2016-09-23 00:19:00.000000,O3,20.0255
03006,2016-09-23 00:19:00.000000,PM25,2
03006,2016-09-23 00:19:00.000000,SO2,0.067
03006,2016-09-23 00:20:00.000000,CO,0.176
03006,2016-09-23 00:20:00.000000,NO2,5.8675
03006,2016-09-23 00:20:00.000000,O3,16.1262
03006,2016-09-23 00:20:00.000000,PM25,2
03006,2016-09-23 00:20:00.000000,SO2,0.1008
03006,2016-09-23 00:21:00.000000,CO,0.255
03006,2016-09-23 00:21:00.000000,NO2,8.2222
03006,2016-09-23 00:21:00.000000,O3,11.7563
03006,2016-09-23 00:21:00.000000,PM25,6
03006,2016-09-23 00:21:00.000000,SO2,0.0708
03006,2016-09-23 00:22:00.000000,CO,0.3797
03006,2016-09-23 00:22:00.000000,NO2,12.8493
03006,2016-09-23 00:22:00.000000,O3,4.2817
03006,2016-09-23 00:22:00.000000,PM25,11
03006,2016-09-23 00:22:00.000000,SO2,0.0622
03006,2016-09-23 00:23:00.000000,CO,0.2496
03006,2016-09-23 00:23:00.000000,NO2,7.4733
03006,2016-09-23 00:23:00.000000,O3,6.361
03006,2016-09-23 00:23:00.000000,PM25,9
03006,2016-09-23 00:23:00.000000,SO2,0.0762
03006,2016-09-24 00:00:00.000000,CO,0.2298
03006,2016-09-24 00:00:00.000000,NO2,6.3908
03006,2016-09-24 00:00:00.000000,O3,5.6342
03006,2016-09-24 00:00:00.000000,PM25,5
03006,2016-09-24 00:00:00.000000,SO2,0.067
03006,2016-09-24 00:01:00.000000,CO,0.2283
03006,2016-09-24 00:01:00.000000,NO2,7.4806
03006,2016-09-24 00:01:00.000000,O3,3.3816
03006,2016-09-24 00:01:00.000000,PM25,5
03006,2016-09-24 00:01:00.000000,SO2,0.069
03006,2016-09-24 00:02:00.000000,NO2,6.8983
03006,2016-09-24 00:02:00.000000,O3,2.5674
03006,2016-09-24 00:02:00.000000,PM25,4
03006,2016-09-24 00:02:00.000000,SO2,0.063
03006,2016-09-24 00:03:00.000000,CO,0.1658
03006,2016-09-24 00:03:00.000000,NO2,4.8864
03006,2016-09-24 00:03:00.000000,O3,3.9336
03006,2016-09-24 00:03:00.000000,PM25,6
03006,2016-09-24 00:03:00.000000,SO2,0.0562
03006,2016-09-24 00:04:00.000000,CO,0.1478
03006,2016-09-24 00:04:00.000000,NO2,3.6235
03006,2016-09-24 00:04:00.000000,O3,6.4643
03006,2016-09-24 00:04:00.000000,PM25,6
03006,2016-09-24 00:04:00.000000,SO2,0.0509
03006,2016-09-24 00:05:00.000000,CO,0.1392
03006,2016-09-24 00:05:00.000000,NO2,3.2847
03006,2016-09-24 00:05:00.000000,O3,6.8767
03006,2016-09-24 00:05:00.000000,PM25,5
03006,2016-09-24 00:05:00.000000,SO2,0.067
03006,2016-09-24 00:06:00.000000,CO,0.1353
03006,2016-09-24 00:06:00.000000,NO2,3.3612
03006,2016-09-24 00:06:00.000000,O3,6.1907
03006,2016-09-24 00:06:00.000000,PM25,5
03006,2016-09-24 00:06:00.000000,SO2,0.0648
03006,2016-09-24 00:07:00.000000,CO,0.1506
03006,2016-09-24 00:07:00.000000,NO2,3.2715
03006,2016-09-24 00:07:00.000000,O3,7.0588
03006,2016-09-24 00:07:00.000000,PM25,2
03006,2016-09-24 00:07:00.000000,SO2,0.0502
03006,2016-09-24 00:08:00.000000,CO,0.1442
03006,2016-09-24 00:08:00.000000,NO2,2.0863
03006,2016-09-24 00:08:00.000000,O3,9.9598
03006,2016-09-24 00:08:00.000000,PM25,1
03006,2016-09-24 00:08:00.000000,SO2,0.073
03006,2016-09-24 00:09:00.000000,CO,0.1425
03006,2016-09-24 00:09:00.000000,NO2,1.6097
03006,2016-09-24 00:09:00.000000,O3,14.3708
03006,2016-09-24 00:09:00.000000,PM25,5
03006,2016-09-24 00:09:00.000000,SO2,0.0845
03006,2016-09-24 00:10:00.000000,CO,0.1245
03006,2016-09-24 00:10:00.000000,NO2,0.545
03006,2016-09-24 00:10:00.000000,O3,19.9122
03006,2016-09-24 00:10:00.000000,PM25,6
03006,2016-09-24 00:10:00.000000,SO2,0.062
03006,2016-09-24 00:11:00.000000,CO,0.1206
03006,2016-09-24 00:11:00.000000,NO2,0.4698
03006,2016-09-24 00:11:00.000000,O3,25.605
03006,2016-09-24 00:11:00.000000,PM25,6
03006,2016-09-24 00:11:00.000000,SO2,0.0288
03006,2016-09-24 00:12:00.000000,CO,0.1168
03006,2016-09-24 00:12:00.000000,NO2,0.37
03006,2016-09-24 00:12:00.000000,O3,27.5292
03006,2016-09-24 00:12:00.000000,PM25,4
03006,2016-09-24 00:12:00.000000,SO2,0.0627
03006,2016-09-24 00:13:00.000000,CO,0.1083
03006,2016-09-24 00:13:00.000000,NO2,0.3768
03006,2016-09-24 00:13:00.000000,O3,29.9665
03006,2016-09-24 00:13:00.000000,PM25,2
03006,2016-09-24 00:13:00.000000,SO2,0.0653
03006,2016-09-24 00:14:00.000000,CO,0.1155
03006,2016-09-24 00:14:00.000000,NO2,0.3663
03006,2016-09-24 00:14:00.000000,O3,29.6502
03006,2016-09-24 00:14:00.000000,PM25,2
03006,2016-09-24 00:14:00.000000,SO2,0.0633
03006,2016-09-24 00:15:00.000000,CO,0.1138
03006,2016-09-24 00:15:00.000000,NO2,0.3503
03006,2016-09-24 00:15:00.000000,O3,28.6215
03006,2016-09-24 00:15:00.000000,PM25,1
03006,2016-09-24 00:15:00.000000,SO2,0.0543
03006,2016-09-24 00:16:00.000000,CO,0.1142
03006,2016-09-24 00:16:00.000000,NO2,0.6355
03006,2016-09-24 00:16:00.000000,O3,30.0043
03006,2016-09-24 00:16:00.000000,PM25,3
03006,2016-09-24 00:16:00.000000,SO2,0.0613
03006,2016-09-24 00:17:00.000000,CO,0.1165
03006,2016-09-24 00:17:00.000000,NO2,0.796
03006,2016-09-24 00:17:00.000000,O3,29.7313
03006,2016-09-24 00:17:00.000000,PM25,4
03006,2016-09-24 00:17:00.000000,SO2,0.1003
03006,2016-09-24 00:18:00.000000,CO,0.1265
03006,2016-09-24 00:18:00.000000,NO2,1.3323
03006,2016-09-24 00:18:00.000000,O3,27.2615
03006,2016-09-24 00:18:00.000000,PM25,5
03006,2016-09-24 00:18:00.000000,SO2,0.0692
03006,2016-09-24 00:19:00.000000,CO,0.1319
03006,2016-09-24 00:19:00.000000,NO2,1.3647
03006,2016-09-24 00:19:00.000000,O3,26.1738
03006,2016-09-24 00:19:00.000000,PM25,3
03006,2016-09-24 00:19:00.000000,SO2,0.0903
03006,2016-09-24 00:20:00.000000,CO,0.1272
03006,2016-09-24 00:20:00.000000,NO2,0.9437
03006,2016-09-24 00:20:00.000000,O3,25.9937
03006,2016-09-24 00:20:00.000000,PM25,2
03006,2016-09-24 00:20:00.000000,SO2,0.0945
03006,2016-09-24 00:21:00.000000,CO,0.146
03006,2016-09-24 00:21:00.000000,NO2,2.7642
03006,2016-09-24 00:21:00.000000,O3,22.5115
03006,2016-09-24 00:21:00.000000,PM25,3
03006,2016-09-24 00:21:00.000000,SO2,0.0992
03006,2016-09-24 00:22:00.000000,CO,0.1565
03006,2016-09-24 00:22:00.000000,NO2,2.6355
03006,2016-09-24 00:22:00.000000,O3,21.5768
03006,2016-09-24 00:22:00.000000,PM25,6
03006,2016-09-24 00:22:00.000000,SO2,0.0605
03006,2016-09-24 00:23:00.000000,CO,0.1648
03006,2016-09-24 00:23:00.000000,NO2,3.0378
03006,2016-09-24 00:23:00.000000,O3,17.0742
03006,2016-09-24 00:23:00.000000,PM25,9
03006,2016-09-24 00:23:00.000000,SO2,0.0607
03006,2016-09-25 00:00:00.000000,CO,0.1452
03006,2016-09-25 00:00:00.000000,NO2,2.007
03006,2016-09-25 00:00:00.000000,O3,15.7985
03006,2016-09-25 00:00:00.000000,PM25,5
03006,2016-09-25 00:00:00.000000,SO2,0.0855
03006,2016-09-25 00:01:00.000000,CO,0.1396
03006,2016-09-25 00:01:00.000000,NO2,1.7022
03006,2016-09-25 00:01:00.000000,O3,15.3614
03006,2016-09-25 00:01:00.000000,PM25,5
03006,2016-09-25 00:01:00.000000,SO2,0.0628
03006,2016-09-25 00:02:00.000000,NO2,1.9026
03006,2016-09-25 00:02:00.000000,O3,14.2723
03006,2016-09-25 00:02:00.000000,PM25,2
03006,2016-09-25 00:02:00.000000,SO2,0.076
03006,2016-09-25 00:03:00.000000,CO,0.1173
03006,2016-09-25 00:03:00.000000,NO2,2.3314
03006,2016-09-25 00:03:00.000000,O3,14.2362
03006,2016-09-25 00:03:00.000000,PM25,1
03006,2016-09-25 00:03:00.000000,SO2,0.0698
03006,2016-09-25 00:04:00.000000,CO,0.1172
03006,2016-09-25 00:04:00.000000,NO2,1.0853
03006,2016-09-25 00:04:00.000000,O3,15.0562
03006,2016-09-25 00:04:00.000000,PM25,3
03006,2016-09-25 00:04:00.000000,SO2,0.0836
03006,2016-09-25 00:05:00.000000,CO,0.1127
03006,2016-09-25 00:05:00.000000,NO2,1.634
03006,2016-09-25 00:05:00.000000,O3,14.6005
03006,2016-09-25 00:05:00.000000,PM25,3
03006,2016-09-25 00:05:00.000000,SO2,0.062
03006,2016-09-25 00:06:00.000000,CO,0.1122
03006,2016-09-25 00:06:00.000000,NO2,0.8703
03006,2016-09-25 00:06:00.000000,O3,16.2995
03006,2016-09-25 00:06:00.000000,PM25,3
03006,2016-09-25 00:06:00.000000,SO2,0.0493
